R.Time (min),Intensity,MW_PEG,normalized RI
14.10833,51,2329.333185676401,0.012441679626749611
14.11667,51,2308.0363742137715,0.012441679626749611
14.125,50,2286.9965144981616,0.012247278382581649
14.13333,50,2266.1854512503032,0.012247278382581649
14.14167,49,2245.576153300756,0.012052877138413685
14.15,49,2225.2156110068013,0.012052877138413685
14.15833,48,2205.0765721366574,0.011858475894245723
14.16667,48,2185.132872625608,0.011858475894245723
14.175,48,2165.4299794038716,0.011858475894245723
14.18333,47,2145.9415144322943,0.01166407465007776
14.19167,47,2126.642153212291,0.01166407465007776
14.2,46,2107.575887904893,0.011469673405909799
14.20833,46,2088.717186897927,0.011469673405909799
14.21667,45,2070.0415384197695,0.011275272161741835
14.225,44,2051.591507191434,0.011080870917573872
14.23333,43,2033.3423810488862,0.01088646967340591
14.24167,43,2015.2704349736646,0.01088646967340591
14.25,43,1997.4168521886413,0.01088646967340591
14.25833,43,1979.7577138244587,0.01088646967340591
14.26667,43,1962.2700564506301,0.01088646967340591
14.275,43,1944.9937263724623,0.01088646967340591
14.28333,44,1927.9055726574222,0.011080870917573872
14.29167,43,1910.9833690905002,0.01088646967340591
14.3,44,1894.2656682733148,0.011080870917573872
14.30833,44,1877.7300626854194,0.011080870917573872
14.31667,45,1861.3550396378675,0.011275272161741835
14.325,44,1845.177900074341,0.011080870917573872
14.33333,45,1829.1769559822403,0.011275272161741835
14.34167,44,1813.3313853042725,0.011080870917573872
14.35,45,1797.6772780314786,0.011275272161741835
14.35833,44,1782.1936425989318,0.011080870917573872
14.36667,44,1766.8603253103054,0.011080870917573872
14.375,44,1751.7122447688823,0.011080870917573872
14.38333,43,1736.7290834110706,0.01088646967340591
14.39167,42,1721.8913343371448,0.010692068429237946
14.4,42,1707.2327830994534,0.010692068429237946
14.40833,41,1692.7337644284753,0.010497667185069984
14.41667,41,1678.3753972802326,0.010497667185069984
14.425,40,1664.190371397723,0.010303265940902022
14.43333,41,1650.1596526928486,0.010497667185069984
14.44167,40,1636.2649656647088,0.010303265940902022
14.45,39,1622.5379403616803,0.01010886469673406
14.45833,40,1608.960153407891,0.010303265940902022
14.46667,39,1595.5139152037154,0.01010886469673406
14.475,40,1582.229831064325,0.010303265940902022
14.48333,39,1569.0900685152774,0.01010886469673406
14.49167,38,1556.0775047175157,0.009914463452566096
14.5,39,1543.2217542568774,0.01010886469673406
14.50833,39,1530.5055562706698,0.01010886469673406
14.51667,39,1517.912336169785,0.01010886469673406
14.525,40,1505.4707507556866,0.010303265940902022
14.53333,39,1493.1640920788718,0.01010886469673406
14.54167,39,1480.9763158362307,0.01010886469673406
14.55,38,1468.9351529375979,0.009914463452566096
14.55833,37,1457.0244302965118,0.009720062208398134
